,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
30565,34321,CA-2012-164441,08-11-2012,13-11-2012,Standard Class,AC-10450,Amy Cox,Consumer,New York City,New York,United States,10011.0,US,East,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,52.272,11,0.2,17.6418,5.25,Medium
30588,39484,CA-2013-127194,11-12-2013,17-12-2013,Standard Class,BW-11110,Bart Watters,Corporate,New York City,New York,United States,10024.0,US,East,OFF-PA-10000659,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6 x 11",62.82,9,0.0,29.5254,5.24,Medium
30635,37782,CA-2014-113908,04-06-2014,10-06-2014,Standard Class,KN-16390,Katherine Nockton,Corporate,New York City,New York,United States,10011.0,US,East,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,45.36,4,0.0,22.2264,5.22,Medium
30725,41235,CA-2013-169824,13-12-2013,18-12-2013,Standard Class,NS-18640,Noel Staavos,Corporate,New York City,New York,United States,10009.0,US,East,FUR-FU-10004864,Furniture,Furnishings,Eldon 500 Class Desk Accessories,60.35,5,0.0,19.9155,5.18,Medium
30752,31917,CA-2014-117947,19-08-2014,24-08-2014,Second Class,NG-18355,Nat Gilpin,Corporate,New York City,New York,United States,10011.0,US,East,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",88.02,3,0.0,27.2862,5.17,Medium
30789,32634,CA-2014-100524,01-04-2014,03-04-2014,Second Class,CM-12115,Chad McGuire,Consumer,New York City,New York,United States,10011.0,US,East,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,29.78,2,0.0,8.0406,5.15,High
31044,34077,CA-2014-167668,07-05-2014,09-05-2014,First Class,TC-21295,Toby Carlisle,Consumer,New York City,New York,United States,10035.0,US,East,OFF-LA-10004544,Office Supplies,Labels,Avery 505,59.2,4,0.0,29.6,5.05,High
31116,38330,CA-2013-145548,12-11-2013,17-11-2013,Standard Class,EB-13750,Edward Becker,Corporate,New York City,New York,United States,10011.0,US,East,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,55.008,3,0.2,17.19,5.02,Medium
31162,33177,CA-2012-109512,05-03-2012,05-03-2012,Same Day,LF-17185,Luke Foster,Consumer,New York City,New York,United States,10011.0,US,East,OFF-EN-10002621,Office Supplies,Envelopes,Staples,29.34,3,0.0,14.67,5.0,Critical
31188,37374,CA-2013-151561,02-09-2013,08-09-2013,Standard Class,PG-18820,Patrick Gardner,Consumer,New York City,New York,United States,10011.0,US,East,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,72.48,2,0.0,30.4416,4.99,Medium
31327,38879,CA-2012-142734,16-04-2012,21-04-2012,Standard Class,DM-13345,Denise Monton,Corporate,New York City,New York,United States,10024.0,US,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,127.764,2,0.1,2.8392,4.93,Medium
31379,34527,CA-2014-131625,02-09-2014,06-09-2014,Second Class,BN-11515,Bradley Nguyen,Consumer,New York City,New York,United States,10009.0,US,East,FUR-FU-10004960,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",114.9,5,0.0,39.066,4.91,Medium
31443,34474,CA-2014-122280,11-09-2014,11-09-2014,Same Day,SH-20395,Shahid Hopkins,Consumer,New York City,New York,United States,10024.0,US,East,OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",18.76,2,0.0,9.0048,4.88,High
31542,38322,US-2014-101840,07-02-2014,13-02-2014,Standard Class,SP-20545,Sibella Parks,Corporate,New York City,New York,United States,10024.0,US,East,TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,227.46,6,0.0,65.9634,4.84,Medium
31699,36739,CA-2012-148712,17-04-2012,23-04-2012,Standard Class,JM-15535,Jessica Myrick,Consumer,New York City,New York,United States,10035.0,US,East,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,99.6,1,0.0,36.852,4.77,Medium
31802,39904,CA-2011-151946,04-06-2011,09-06-2011,Standard Class,BT-11440,Bobby Trafton,Consumer,New York City,New York,United States,10035.0,US,East,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",56.96,2,0.0,21.0752,4.73,Medium
31895,33094,US-2014-139465,28-08-2014,31-08-2014,First Class,MR-17545,Mathew Reese,Home Office,New York City,New York,United States,10024.0,US,East,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,37.008,6,0.2,11.565,4.69,High
31899,37635,CA-2014-143112,06-10-2014,10-10-2014,Standard Class,TS-21370,Todd Sumrall,Corporate,New York City,New York,United States,10035.0,US,East,TEC-PH-10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset,87.8,4,0.0,43.9,4.69,Medium
31922,35039,CA-2013-137848,15-01-2013,21-01-2013,Standard Class,WB-21850,William Brown,Consumer,New York City,New York,United States,10011.0,US,East,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,60.12,9,0.0,28.8576,4.68,Medium
31979,40359,CA-2013-101623,28-02-2013,07-03-2013,Standard Class,RR-19525,Rick Reed,Corporate,New York City,New York,United States,10035.0,US,East,OFF-FA-10003495,Office Supplies,Fasteners,Staples,36.48,6,0.0,18.24,4.66,Low
32025,32352,CA-2012-110667,04-04-2012,08-04-2012,Standard Class,NF-18595,Nicole Fjeld,Home Office,New York City,New York,United States,10009.0,US,East,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,82.344,3,0.2,27.7911,4.64,Medium
32161,32467,CA-2014-145226,09-12-2014,11-12-2014,Second Class,DL-13315,Delfina Latchford,Consumer,New York City,New York,United States,10035.0,US,East,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,31.92,4,0.0,8.2992,4.59,Medium
32221,40656,CA-2013-168046,25-01-2013,28-01-2013,Second Class,JD-15895,Jonathan Doherty,Corporate,New York City,New York,United States,10024.0,US,East,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,45.98,1,0.0,7.8166,4.57,Medium
32268,33623,CA-2012-105102,15-09-2012,19-09-2012,Second Class,BM-11575,Brendan Murry,Corporate,New York City,New York,United States,10035.0,US,East,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",46.384,1,0.2,1.1596,4.55,Medium
32401,36824,CA-2012-142055,08-05-2012,10-05-2012,First Class,AB-10255,Alejandro Ballentine,Home Office,New York City,New York,United States,10009.0,US,East,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,37.94,2,0.0,18.2112,4.5,Critical
32492,32880,CA-2012-131338,09-08-2012,12-08-2012,First Class,NP-18325,Naresj Patel,Consumer,New York City,New York,United States,10024.0,US,East,FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque,47.04,3,0.0,18.3456,4.47,Medium
32519,36628,CA-2013-123120,05-09-2013,09-09-2013,Standard Class,CV-12295,Christina VanderZanden,Consumer,New York City,New York,United States,10011.0,US,East,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,60.6,5,0.2,20.4525,4.46,Medium
32563,38620,US-2014-126053,06-12-2014,09-12-2014,First Class,CS-11950,Carlos Soltero,Consumer,New York City,New York,United States,10024.0,US,East,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,2,0.0,10.9096,4.44,Medium
32589,39434,CA-2011-103219,09-11-2011,13-11-2011,Standard Class,BF-11215,Benjamin Farhat,Home Office,New York City,New York,United States,10035.0,US,East,FUR-FU-10004091,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Black",56.52,9,0.0,21.4776,4.43,Medium
32666,33692,CA-2012-137897,14-11-2012,19-11-2012,Standard Class,PJ-18835,Patrick Jones,Corporate,New York City,New York,United States,10035.0,US,East,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,59.9,2,0.0,23.96,4.4,Medium
32669,39924,CA-2012-164084,07-09-2012,12-09-2012,Standard Class,AG-10525,Andy Gerbode,Corporate,New York City,New York,United States,10011.0,US,East,TEC-AC-10002305,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,90.0,5,0.0,16.2,4.4,Medium
32748,32693,CA-2013-124485,25-11-2013,27-11-2013,First Class,NC-18340,Nat Carroll,Consumer,New York City,New York,United States,10035.0,US,East,OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",17.216,4,0.2,6.0256,4.37,High
32749,33748,CA-2014-140949,18-03-2014,23-03-2014,Second Class,DB-13405,Denny Blanton,Consumer,New York City,New York,United States,10011.0,US,East,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,119.7,6,0.0,31.122,4.37,Medium
32784,35876,US-2011-150126,27-07-2011,02-08-2011,Standard Class,AS-10045,Aaron Smayling,Corporate,New York City,New York,United States,10035.0,US,East,OFF-PA-10002709,Office Supplies,Paper,Xerox 1956,65.78,11,0.0,32.2322,4.36,Medium
32858,40807,CA-2013-105263,07-08-2013,12-08-2013,Standard Class,LM-17065,Liz MacKendrick,Consumer,New York City,New York,United States,10024.0,US,East,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",38.34,9,0.0,15.7194,4.33,High
32880,37807,CA-2014-102197,21-12-2014,27-12-2014,Standard Class,DK-13150,David Kendrick,Corporate,New York City,New York,United States,10009.0,US,East,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,34.02,3,0.0,16.6698,4.32,Medium
32912,33923,CA-2014-127180,23-10-2014,25-10-2014,First Class,TA-21385,Tom Ashbrook,Home Office,New York City,New York,United States,10024.0,US,East,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,52.99,1,0.0,0.5299,4.31,High
32936,31869,CA-2014-164826,29-12-2014,05-01-2015,Standard Class,JF-15415,Jennifer Ferguson,Consumer,New York City,New York,United States,10024.0,US,East,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,33.264,7,0.2,11.2266,4.3,Low
33041,35458,CA-2014-115546,15-05-2014,19-05-2014,Standard Class,AH-10465,Amy Hunt,Consumer,New York City,New York,United States,10035.0,US,East,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,22.58,2,0.0,5.8708,4.26,High
33106,32522,CA-2013-126004,05-12-2013,06-12-2013,First Class,BM-11140,Becky Martin,Consumer,New York City,New York,United States,10024.0,US,East,OFF-PA-10001685,Office Supplies,Paper,Staples,40.56,4,0.0,19.8744,4.23,High
33199,31701,CA-2014-117933,25-12-2014,30-12-2014,Standard Class,RF-19840,Roy Französisch,Consumer,New York City,New York,United States,10024.0,US,East,OFF-AP-10004249,Office Supplies,Appliances,Staples,35.91,3,0.0,9.6957,4.2,High
33256,31407,CA-2014-146780,26-12-2014,31-12-2014,Standard Class,CV-12805,Cynthia Voltz,Corporate,New York City,New York,United States,10035.0,US,East,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,2,0.0,10.9096,4.18,Medium
33285,36910,CA-2013-147431,02-02-2013,07-02-2013,Standard Class,AB-10105,Adrian Barton,Consumer,New York City,New York,United States,10011.0,US,East,OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",117.96,2,0.0,5.898,4.17,Medium
33332,36227,US-2011-138828,02-09-2011,03-09-2011,First Class,KD-16345,Katherine Ducich,Consumer,New York City,New York,United States,10009.0,US,East,OFF-PA-10000349,Office Supplies,Paper,Staples,14.94,3,0.0,7.0218,4.15,Critical
33364,34476,CA-2014-105235,06-12-2014,12-12-2014,Standard Class,SM-20950,Suzanne McNair,Corporate,New York City,New York,United States,10011.0,US,East,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",58.68,2,0.0,18.1908,4.14,Medium
33385,33481,CA-2013-128818,08-05-2013,12-05-2013,Standard Class,CJ-12010,Caroline Jumper,Consumer,New York City,New York,United States,10009.0,US,East,FUR-FU-10001940,Furniture,Furnishings,Staples,63.68,8,0.0,28.0192,4.13,Medium
33387,35386,CA-2013-161473,02-04-2013,06-04-2013,Standard Class,TB-21175,Thomas Boland,Corporate,New York City,New York,United States,10035.0,US,East,OFF-LA-10001297,Office Supplies,Labels,Avery 473,20.7,2,0.0,9.936,4.13,High
33442,38323,US-2014-101840,07-02-2014,13-02-2014,Standard Class,SP-20545,Sibella Parks,Corporate,New York City,New York,United States,10024.0,US,East,OFF-BI-10000279,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",46.24,4,0.2,15.606,4.11,Medium
33471,36740,CA-2012-148712,17-04-2012,23-04-2012,Standard Class,JM-15535,Jessica Myrick,Consumer,New York City,New York,United States,10035.0,US,East,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",62.296,13,0.2,21.0249,4.1,Medium
33497,33243,CA-2014-157987,03-09-2014,07-09-2014,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,United States,10009.0,US,East,OFF-AR-10000658,Office Supplies,Art,Newell 324,23.1,2,0.0,6.468,4.09,High
33548,38329,CA-2013-145548,12-11-2013,17-11-2013,Standard Class,EB-13750,Edward Becker,Corporate,New York City,New York,United States,10011.0,US,East,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",245.646,3,0.1,8.1882,4.07,Medium
33690,36062,CA-2012-118227,24-04-2012,28-04-2012,Standard Class,DB-13270,Deborah Brumfield,Home Office,New York City,New York,United States,10009.0,US,East,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",25.99,1,0.0,7.5371,4.02,High
33692,36626,CA-2013-111941,26-12-2013,29-12-2013,Second Class,BD-11620,Brian DeCherney,Consumer,New York City,New York,United States,10035.0,US,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,33.568,2,0.2,11.7488,4.02,High
33727,35923,CA-2013-101336,14-11-2013,19-11-2013,Standard Class,CK-12760,Cyma Kinney,Corporate,New York City,New York,United States,10011.0,US,East,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",77.55,5,0.0,20.163,4.01,Medium
33784,36881,CA-2014-105333,01-12-2014,05-12-2014,Standard Class,VP-21730,Victor Preis,Home Office,New York City,New York,United States,10011.0,US,East,OFF-ST-10002182,Office Supplies,Storage,"Iris 3-Drawer Stacking Bin, Black",83.56,4,0.0,1.6712,3.99,High
33841,32150,CA-2013-123274,19-02-2013,24-02-2013,Standard Class,GT-14710,Greg Tran,Consumer,New York City,New York,United States,10035.0,US,East,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2,0.0,14.6718,3.97,Medium
33917,31979,CA-2013-164511,20-11-2013,25-11-2013,Standard Class,DJ-13630,Doug Jacobs,Consumer,New York City,New York,United States,10024.0,US,East,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,68.6,4,0.0,18.522,3.94,High
34053,31661,CA-2014-144904,26-09-2014,02-10-2014,Standard Class,KW-16435,Katrina Willman,Consumer,New York City,New York,United States,10009.0,US,East,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,47.12,8,0.0,20.7328,3.9,Medium
34165,35076,CA-2014-118521,17-02-2014,21-02-2014,Standard Class,LF-17185,Luke Foster,Consumer,New York City,New York,United States,10035.0,US,East,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,37.94,2,0.0,18.2112,3.86,Medium
34167,35708,CA-2011-130624,21-06-2011,24-06-2011,First Class,TB-21280,Toby Braunhardt,Consumer,New York City,New York,United States,10024.0,US,East,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",19.65,3,0.0,9.039,3.86,High
34193,39016,CA-2012-108588,05-01-2012,10-01-2012,Standard Class,BG-11695,Brooke Gillingham,Corporate,New York City,New York,United States,10009.0,US,East,OFF-AR-10001615,Office Supplies,Art,Newell 34,59.52,3,0.0,15.4752,3.85,Medium
34282,35272,CA-2013-167556,30-03-2013,03-04-2013,Standard Class,JM-15250,Janet Martin,Consumer,New York City,New York,United States,10009.0,US,East,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,41.328,7,0.2,14.9814,3.82,Medium
34319,39923,CA-2012-164084,07-09-2012,12-09-2012,Standard Class,AG-10525,Andy Gerbode,Corporate,New York City,New York,United States,10011.0,US,East,OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube,70.26,3,0.0,18.9702,3.81,Medium
34429,32152,CA-2011-125612,03-08-2011,08-08-2011,Standard Class,BK-11260,Berenike Kampe,Consumer,New York City,New York,United States,10035.0,US,East,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,39.96,2,0.0,18.7812,3.77,Medium
34457,34454,CA-2012-139584,24-08-2012,28-08-2012,Standard Class,EM-13810,Eleni McCrary,Corporate,New York City,New York,United States,10009.0,US,East,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,26.0,2,0.0,11.7,3.76,High
34535,36160,CA-2013-125164,11-11-2013,15-11-2013,Standard Class,SH-19975,Sally Hughsby,Corporate,New York City,New York,United States,10011.0,US,East,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,49.848,3,0.2,16.8237,3.73,Medium
34620,33658,US-2011-148838,17-03-2011,21-03-2011,Standard Class,CP-12340,Christine Phan,Corporate,New York City,New York,United States,10024.0,US,East,OFF-PA-10000919,Office Supplies,Paper,Xerox 1918,155.04,4,0.0,75.9696,3.7,Medium
34717,35478,US-2014-136868,07-10-2014,13-10-2014,Standard Class,CR-12820,Cyra Reiten,Home Office,New York City,New York,United States,10035.0,US,East,TEC-AC-10001539,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,319.96,4,0.0,115.1856,3.67,Medium
34722,40694,CA-2011-125997,20-09-2011,23-09-2011,First Class,MW-18220,Mitch Webber,Consumer,New York City,New York,United States,10011.0,US,East,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,30.98,1,0.0,8.0548,3.67,High
34754,38338,CA-2014-103443,18-12-2014,24-12-2014,Standard Class,AT-10735,Annie Thurman,Consumer,New York City,New York,United States,10009.0,US,East,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,124.36,2,0.0,27.3592,3.66,Medium
34825,31618,CA-2011-164973,04-11-2011,09-11-2011,Standard Class,NM-18445,Nathan Mautz,Home Office,New York City,New York,United States,10024.0,US,East,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",43.57,1,0.0,13.071,3.64,High
34829,37219,US-2012-126977,17-09-2012,23-09-2012,Standard Class,PF-19120,Peter Fuller,Consumer,New York City,New York,United States,10035.0,US,East,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,67.8,4,0.0,1.356,3.64,Medium
34863,41215,CA-2012-105508,24-09-2012,29-09-2012,Standard Class,JF-15190,Jamie Frazer,Consumer,New York City,New York,United States,10035.0,US,East,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",39.98,1,0.0,17.991,3.63,Medium
34926,33657,US-2011-148838,17-03-2011,21-03-2011,Standard Class,CP-12340,Christine Phan,Corporate,New York City,New York,United States,10024.0,US,East,OFF-PA-10002960,Office Supplies,Paper,Xerox 1926,34.86,7,0.0,16.3842,3.61,Medium
34956,35700,CA-2011-127936,02-09-2011,04-09-2011,First Class,CL-12565,Clay Ludtke,Consumer,New York City,New York,United States,10009.0,US,East,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,21.24,3,0.0,8.0712,3.6,High
34990,33476,CA-2013-128818,08-05-2013,12-05-2013,Standard Class,CJ-12010,Caroline Jumper,Consumer,New York City,New York,United States,10009.0,US,East,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",85.232,7,0.2,30.8966,3.59,Medium
34995,40202,US-2013-126431,02-07-2013,02-07-2013,Same Day,SU-20665,Stephanie Ulpright,Home Office,New York City,New York,United States,10009.0,US,East,TEC-AC-10001635,Technology,Accessories,KeyTronic KT400U2 - Keyboard - Black,30.84,3,0.0,6.168,3.59,High
35052,36508,CA-2012-130876,12-05-2012,16-05-2012,Second Class,AZ-10750,Annie Zypern,Consumer,New York City,New York,United States,10024.0,US,East,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,36.63,3,0.0,9.8901,3.57,Medium
35079,38237,CA-2014-107132,27-06-2014,01-07-2014,Standard Class,SC-20260,Scott Cohen,Corporate,New York City,New York,United States,10009.0,US,East,OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,28.4,5,0.0,8.236,3.56,High
35148,39138,CA-2013-116603,18-07-2013,23-07-2013,Standard Class,AT-10735,Annie Thurman,Consumer,New York City,New York,United States,10024.0,US,East,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,45.96,2,0.0,13.788,3.54,Medium
35183,39024,US-2012-150231,16-03-2012,20-03-2012,Second Class,JK-15640,Jim Kriz,Home Office,New York City,New York,United States,10009.0,US,East,OFF-AR-10001761,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,17.52,3,0.0,6.3072,3.53,High
35184,40877,CA-2014-152975,15-09-2014,17-09-2014,First Class,RB-19705,Roger Barcio,Home Office,New York City,New York,United States,10035.0,US,East,OFF-AR-10001988,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,29.95,5,0.0,8.6855,3.53,High
35248,37555,CA-2012-133536,28-03-2012,30-03-2012,Second Class,JH-15820,John Huston,Consumer,New York City,New York,United States,10009.0,US,East,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,22.92,3,0.0,11.2308,3.51,High
35390,32997,CA-2012-114069,13-07-2012,15-07-2012,Second Class,ND-18370,Natalie DeCherney,Consumer,New York City,New York,United States,10035.0,US,East,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,11.808,2,0.2,4.2804,3.47,Critical
35395,38847,CA-2011-140396,20-11-2011,25-11-2011,Standard Class,KH-16330,Katharine Harms,Corporate,New York City,New York,United States,10024.0,US,East,OFF-EN-10002592,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",34.74,3,0.0,17.37,3.47,Medium
35427,32338,CA-2013-102981,07-09-2013,10-09-2013,Second Class,MO-17500,Mary O'Rourke,Consumer,New York City,New York,United States,10035.0,US,East,TEC-AC-10004761,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,31.86,2,0.0,11.151,3.46,Medium
35522,33861,CA-2012-110632,17-03-2012,22-03-2012,Second Class,HR-14830,Harold Ryan,Corporate,New York City,New York,United States,10009.0,US,East,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",33.82,2,0.0,9.1314,3.43,Medium
35525,36949,CA-2014-109099,07-10-2014,12-10-2014,Standard Class,MM-18280,Muhammed MacIntyre,Corporate,New York City,New York,United States,10009.0,US,East,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,40.99,1,0.0,20.0851,3.43,Medium
35563,37400,CA-2014-100111,21-09-2014,27-09-2014,Standard Class,SV-20365,Seth Vernon,Consumer,New York City,New York,United States,10035.0,US,East,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,59.97,3,0.0,20.3898,3.42,Medium
35607,37512,CA-2012-161711,28-11-2012,03-12-2012,Standard Class,MC-17425,Mark Cousins,Corporate,New York City,New York,United States,10035.0,US,East,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",68.16,3,0.0,27.9456,3.41,Medium
35666,35926,CA-2013-101336,14-11-2013,19-11-2013,Standard Class,CK-12760,Cyma Kinney,Corporate,New York City,New York,United States,10011.0,US,East,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,36.63,3,0.0,9.8901,3.39,Medium
35700,37806,CA-2014-102197,21-12-2014,27-12-2014,Standard Class,DK-13150,David Kendrick,Corporate,New York City,New York,United States,10009.0,US,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,50.352,3,0.2,17.6232,3.38,Medium
35839,32506,CA-2013-137050,15-07-2013,19-07-2013,Second Class,SW-20755,Steven Ward,Corporate,New York City,New York,United States,10009.0,US,East,OFF-AR-10004999,Office Supplies,Art,Newell 315,41.86,7,0.0,10.465,3.34,Medium
35846,40654,CA-2013-168046,25-01-2013,28-01-2013,Second Class,JD-15895,Jonathan Doherty,Corporate,New York City,New York,United States,10024.0,US,East,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",43.12,5,0.2,15.092,3.34,Medium
35900,31686,CA-2014-101798,12-12-2014,16-12-2014,Standard Class,MV-18190,Mike Vittorini,Consumer,New York City,New York,United States,10009.0,US,East,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",23.36,4,0.2,7.884,3.32,High
36035,33754,CA-2014-140949,18-03-2014,23-03-2014,Second Class,DB-13405,Denny Blanton,Consumer,New York City,New York,United States,10011.0,US,East,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,59.1,6,0.0,22.458,3.28,Medium
36169,31555,CA-2014-163139,02-12-2014,04-12-2014,Second Class,CC-12670,Craig Carreira,Consumer,New York City,New York,United States,10009.0,US,East,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,20.37,3,0.0,6.9258,3.24,High
36171,37994,US-2013-155103,03-12-2013,08-12-2013,Standard Class,JF-15190,Jamie Frazer,Consumer,New York City,New York,United States,10024.0,US,East,OFF-PA-10000062,Office Supplies,Paper,Green Bar Computer Printout Paper,54.96,1,0.0,26.9304,3.24,Medium
36388,34252,CA-2013-153353,19-08-2013,25-08-2013,Standard Class,GG-14650,Greg Guthrie,Corporate,New York City,New York,United States,10035.0,US,East,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,39.99,1,0.0,11.5971,3.18,Medium
36449,37631,CA-2011-133305,11-07-2011,15-07-2011,Standard Class,MH-17455,Mark Hamilton,Consumer,New York City,New York,United States,10011.0,US,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,49.12,4,0.0,23.0864,3.16,Medium
36511,32006,CA-2011-112158,02-12-2011,04-12-2011,First Class,DP-13165,David Philippe,Consumer,New York City,New York,United States,10035.0,US,East,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",46.72,8,0.2,15.768,3.14,High
36516,35556,CA-2014-118367,29-10-2014,03-11-2014,Second Class,LO-17170,Lori Olson,Corporate,New York City,New York,United States,10035.0,US,East,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",47.98,2,0.0,23.99,3.14,Medium
